	A_A	A_R	A_N	A_D	A_C	A_E	A_Q	A_G	A_H	A_I	A_L	A_K	A_M	A_F	A_P	A_S	A_T	A_W	A_Y	A_V	R_A	R_R	R_N	R_D	R_C	R_E	R_Q	R_G	R_H	R_I	R_L	R_K	R_M	R_F	R_P	R_S	R_T	R_W	R_Y	R_V	N_A	N_R	N_N	N_D	N_C	N_E	N_Q	N_G	N_H	N_I	N_L	N_K	N_M	N_F	N_P	N_S	N_T	N_W	N_Y	N_V	D_A	D_R	D_N	D_D	D_C	D_E	D_Q	D_G	D_H	D_I	D_L	D_K	D_M	D_F	D_P	D_S	D_T	D_W	D_Y	D_V	C_A	C_R	C_N	C_D	C_C	C_E	C_Q	C_G	C_H	C_I	C_L	C_K	C_M	C_F	C_P	C_S	C_T	C_W	C_Y	C_V	E_A	E_R	E_N	E_D	E_C	E_E	E_Q	E_G	E_H	E_I	E_L	E_K	E_M	E_F	E_P	E_S	E_T	E_W	E_Y	E_V	Q_A	Q_R	Q_N	Q_D	Q_C	Q_E	Q_Q	Q_G	Q_H	Q_I	Q_L	Q_K	Q_M	Q_F	Q_P	Q_S	Q_T	Q_W	Q_Y	Q_V	G_A	G_R	G_N	G_D	G_C	G_E	G_Q	G_G	G_H	G_I	G_L	G_K	G_M	G_F	G_P	G_S	G_T	G_W	G_Y	G_V	H_A	H_R	H_N	H_D	H_C	H_E	H_Q	H_G	H_H	H_I	H_L	H_K	H_M	H_F	H_P	H_S	H_T	H_W	H_Y	H_V	I_A	I_R	I_N	I_D	I_C	I_E	I_Q	I_G	I_H	I_I	I_L	I_K	I_M	I_F	I_P	I_S	I_T	I_W	I_Y	I_V	L_A	L_R	L_N	L_D	L_C	L_E	L_Q	L_G	L_H	L_I	L_L	L_K	L_M	L_F	L_P	L_S	L_T	L_W	L_Y	L_V	K_A	K_R	K_N	K_D	K_C	K_E	K_Q	K_G	K_H	K_I	K_L	K_K	K_M	K_F	K_P	K_S	K_T	K_W	K_Y	K_V	M_A	M_R	M_N	M_D	M_C	M_E	M_Q	M_G	M_H	M_I	M_L	M_K	M_M	M_F	M_P	M_S	M_T	M_W	M_Y	M_V	F_A	F_R	F_N	F_D	F_C	F_E	F_Q	F_G	F_H	F_I	F_L	F_K	F_M	F_F	F_P	F_S	F_T	F_W	F_Y	F_V	P_A	P_R	P_N	P_D	P_C	P_E	P_Q	P_G	P_H	P_I	P_L	P_K	P_M	P_F	P_P	P_S	P_T	P_W	P_Y	P_V	S_A	S_R	S_N	S_D	S_C	S_E	S_Q	S_G	S_H	S_I	S_L	S_K	S_M	S_F	S_P	S_S	S_T	S_W	S_Y	S_V	T_A	T_R	T_N	T_D	T_C	T_E	T_Q	T_G	T_H	T_I	T_L	T_K	T_M	T_F	T_P	T_S	T_T	T_W	T_Y	T_V	W_A	W_R	W_N	W_D	W_C	W_E	W_Q	W_G	W_H	W_I	W_L	W_K	W_M	W_F	W_P	W_S	W_T	W_W	W_Y	W_V	Y_A	Y_R	Y_N	Y_D	Y_C	Y_E	Y_Q	Y_G	Y_H	Y_I	Y_L	Y_K	Y_M	Y_F	Y_P	Y_S	Y_T	Y_W	Y_Y	Y_V	V_A	V_R	V_N	V_D	V_C	V_E	V_Q	V_G	V_H	V_I	V_L	V_K	V_M	V_F	V_P	V_S	V_T	V_W	V_Y	V_V
L_E	2	 	 	1	 	17	1	 	 	 	 	1	 	 	 	 	1	 	 	6	 	1	1	9	 	83	1	2	 	 	 	2	 	 	 	 	1	 	 	3	1	 	 	 	 	5	1	 	 	 	 	 	 	 	 	 	 	 	 	2	 	1	 	 	 	4	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	 	 	 	6	2	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	1	 	 	3	 	 	1	 	 	1	1	 	1	1	4	 	 	4	 	 	 	4	 	44	1	1	 	 	 	1	 	 	 	 	 	 	 	5	 	 	 	 	 	3	1	1	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	3	 	25	1	 	 	 	 	 	 	 	 	 	 	 	 	7	7	2	2	8	1	174	12	2	 	 	 	3	 	 	 	4	1	1	 	458	35	17	20	236	2	-2239	154	57	10	5	12	157	3	2	2	21	8	1	4	35	 	 	 	2	 	17	1	 	3	 	 	 	 	 	 	 	 	 	 	7	1	 	2	5	 	131	4	 	 	 	 	1	 	 	1	4	 	 	 	17	5	1	1	3	 	97	4	1	1	 	 	2	 	 	 	1	1	 	 	9	2	1	 	3	 	39	3	1	 	 	 	 	 	 	 	 	 	 	 	11	 	 	 	1	1	32	1	1	 	 	 	1	 	 	 	 	1	 	 	3	 	1	 	1	 	17	1	1	1	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	9	 	1	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	1	 	16	1	1	 	 	 	1	 	 	 	 	 	 	 	17	2	1	1	7	 	202	6	2	1	 	 	5	 	 	 	1	2	 	1	 
L_Q	 	1	 	 	 	2	17	 	1	 	1	1	 	 	 	 	 	 	 	8	 	3	 	1	 	7	23	 	2	 	1	2	 	 	1	 	 	 	 	1	 	 	 	 	 	 	5	 	 	 	 	 	 	 	2	1	 	 	 	1	 	1	1	 	1	 	 	 	 	 	 	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 	 	 	 	4	 	2	 	 	 	1	6	 	 	 	 	1	 	 	 	 	 	 	 	4	 	4	 	1	 	3	38	 	2	2	1	3	 	 	 	 	1	 	 	2	 	 	 	 	 	1	4	 	 	 	 	 	 	 	 	 	 	 	 	2	 	2	 	 	 	 	13	 	 	1	1	1	 	 	1	 	 	 	 	17	1	17	3	5	2	5	200	1	10	 	2	9	1	 	1	1	3	 	2	427	15	307	27	17	6	132	-2605	22	180	3	76	183	7	1	46	48	19	8	4	12	 	2	 	 	 	2	9	 	2	 	 	3	 	 	 	 	1	 	 	18	1	5	1	1	 	1	179	 	7	 	1	4	2	 	1	 	 	 	 	9	1	9	 	1	 	7	95	2	6	 	7	2	 	 	 	4	4	 	1	4	 	3	 	 	 	2	33	1	4	 	 	2	 	 	 	 	 	 	 	6	 	1	 	2	 	4	27	 	1	 	1	2	 	 	1	1	 	 	 	1	 	3	1	 	 	3	38	 	1	 	 	1	 	 	 	 	 	 	 	2	 	 	 	 	 	 	4	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	16	 	 	 	 	2	 	 	 	 	 	 	 	18	1	13	 	2	1	9	211	1	6	 	3	9	1	 	2	1	1	 	1	1
L_G	 	 	 	 	 	 	 	20	 	 	 	 	 	 	 	 	 	 	 	2	 	1	1	3	 	1	 	21	 	 	 	 	 	 	 	2	 	 	 	 	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	1	 	26	 	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	1	 	 	 	14	 	1	1	 	 	 	 	1	 	1	 	13	2	1	1	1	1	1	 	194	 	 	 	 	 	 	 	2	 	 	 	475	151	30	17	45	16	39	9	-1720	5	3	3	5	3	1	3	92	9	2	2	16	 	 	 	 	 	 	 	9	 	 	 	 	 	 	 	 	 	 	 	11	3	1	 	1	1	 	 	144	1	 	 	 	 	 	 	1	2	 	 	6	2	2	1	1	 	2	 	68	 	 	 	 	 	 	 	3	 	 	 	7	3	1	 	1	 	1	1	28	 	 	 	1	1	 	 	1	 	 	 	2	 	 	 	1	 	 	 	24	 	 	 	 	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	15	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	8	 	 	 	 	 	 	 	1	 	 	 	19	8	1	2	1	 	 	 	218	 	 	 	 	 	 	 	3	 	 	 	 
L_H	 	2	 	 	 	 	 	 	4	 	1	 	 	 	 	 	 	 	 	3	 	1	1	5	2	1	2	 	9	 	3	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	2	 	 	1	 	 	 	 	 	1	 	 	1	 	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	5	 	1	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	3	 	1	1	3	 	 	2	 	31	 	 	 	 	1	 	 	1	 	3	 	 	 	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	1	3	 	 	1	1	 	 	1	 	7	 	 	 	 	 	 	1	 	 	1	16	 	8	3	1	 	 	4	1	117	1	3	2	 	2	1	2	 	 	7	365	15	199	89	23	34	11	189	12	-2111	10	70	17	21	28	15	48	14	5	241	7	 	1	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	7	 	3	2	1	7	 	8	 	123	 	3	4	1	1	 	2	 	 	4	17	 	5	3	1	 	1	12	1	76	 	2	1	 	1	 	2	 	 	10	3	 	1	 	 	1	 	2	 	28	1	15	2	 	 	 	1	 	 	1	3	 	5	5	 	1	 	1	 	15	 	 	 	 	 	 	1	 	 	2	3	 	4	 	 	 	 	3	 	8	 	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	2	 	 	 	 	 	 	 	 	 	1	1	 	 	2	 	1	 	1	 	7	 	 	 	 	 	 	 	 	 	 	7	1	10	2	2	1	 	8	 	117	3	1	3	 	1	1	5	1	1	9	7
L_I	1	 	 	 	 	 	 	 	 	5	1	 	 	 	 	 	1	 	 	3	 	 	 	 	 	 	 	 	 	6	1	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	18	 	 	 	 	 	 	1	 	 	4	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	2	 	 	 	11	 	 	 	 	 	 	 	 	 	133	9	 	3	1	 	1	2	 	1	418	16	4	8	1	2	3	1	2	2	-2424	169	12	76	28	1	8	72	 	3	1052	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	8	1	 	 	 	 	 	 	 	 	88	6	 	1	 	 	1	1	 	 	19	1	 	 	 	 	 	 	 	 	77	8	 	4	1	 	1	1	 	 	24	 	 	1	 	 	 	 	 	 	8	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	11	1	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	5	 	 	 	 	 	 	1	 	 	2	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	16	1	1	1	1	 	 	 	 	 	158	9	 	4	3	 	1	5	 	 	9
L_L	 	 	 	 	 	 	 	 	 	 	7	 	3	 	 	 	 	 	 	6	 	 	1	 	 	 	 	 	 	 	12	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	5	 	 	1	 	 	 	 	 	4	 	 	 	 	 	 	1	 	 	2	29	 	1	4	 	 	 	 	1	3	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	1	 	9	 	1	 	 	 	 	 	 	12	 	 	 	 	 	 	 	 	 	7	153	 	3	6	 	1	1	 	1	433	9	13	4	1	4	3	26	1	12	195	-1872	3	116	98	15	20	8	7	17	194	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	6	 	1	 	 	1	 	 	 	1	5	110	1	2	2	 	 	1	 	 	12	1	 	 	 	 	 	2	 	1	5	69	 	2	7	 	 	1	 	1	6	 	 	 	 	 	 	 	 	 	 	11	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	1	9	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	1	8	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	3	7	 	 	1	 	 	 	 	 	18	1	1	 	 	 	 	2	 	 	5	186	 	7	3	 	1	1	 	 	2
L_K	 	6	 	 	 	2	1	 	 	 	 	20	 	 	 	 	 	 	 	7	 	3	1	 	 	2	1	 	 	 	 	29	 	 	 	1	1	 	 	1	 	1	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	4	1	1	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	5	 	3	1	 	 	 	1	 	 	 	 	40	 	 	 	1	 	 	 	1	 	1	 	 	 	 	 	 	 	 	 	2	 	 	 	2	1	 	 	2	 	1	 	 	 	 	 	 	 	 	 	26	 	 	 	 	 	 	 	14	 	21	4	1	 	3	2	 	1	1	1	206	 	1	1	 	2	 	1	488	9	435	57	11	2	84	115	6	17	16	16	-2342	36	1	3	38	54	4	1	11	 	1	 	 	 	1	 	 	 	 	 	8	 	 	 	 	1	 	 	14	1	9	4	 	 	1	2	 	 	1	 	122	 	 	 	 	2	 	 	6	 	6	1	 	 	1	1	1	2	1	 	94	 	 	 	2	 	 	 	3	 	3	1	 	 	1	 	 	1	 	 	24	 	 	 	1	3	 	 	5	 	3	1	 	 	1	1	 	 	 	 	34	1	 	 	 	2	 	 	3	 	4	 	 	 	 	2	 	 	 	 	16	 	 	 	 	1	 	 	 	 	1	 	 	 	 	 	 	 	 	 	6	 	 	 	 	 	 	 	1	 	1	1	 	2	 	 	 	 	 	 	8	 	 	 	 	 	 	 	19	1	23	2	4	 	5	5	1	1	 	1	229	1	 	 	2	5	 	 	 
L_M	 	 	1	 	 	 	1	 	 	1	1	 	3	 	 	1	 	 	 	2	 	 	 	 	 	1	 	 	 	2	3	 	6	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	2	 	 	 	1	 	 	2	 	 	 	 	 	 	9	 	 	 	 	 	2	 	 	1	 	 	 	1	 	 	 	 	 	1	 	 	 	2	 	 	6	 	1	 	 	 	 	1	 	 	 	 	 	 	 	 	 	1	 	 	2	 	 	 	1	 	 	1	 	 	 	 	 	 	 	 	 	1	1	 	2	 	 	 	 	 	 	6	 	1	 	 	 	1	 	 	 	11	15	1	103	2	 	1	2	 	 	359	31	18	3	2	1	5	5	1	2	215	365	23	-1959	28	17	11	80	1	2	294	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	 	 	 	 	10	1	 	 	 	 	 	2	 	 	6	18	1	91	3	 	 	 	 	 	9	1	1	 	 	 	1	1	 	 	8	7	1	75	1	 	 	2	 	 	11	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	 	 	 	 	1	 	1	 	 	 	 	 	 	 	 	1	 	6	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	1	 	2	 	 	 	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	1	 	2	 	 	 	1	 	 	11	4	 	1	 	 	1	1	 	 	6	21	 	122	2	 	2	1	1	 	8
L_F	 	 	 	 	 	 	 	 	 	 	 	 	 	21	 	 	1	 	1	3	 	 	 	 	 	 	 	 	 	 	1	 	 	19	 	 	1	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	3	 	 	 	2	 	 	 	 	 	 	2	 	 	29	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	1	 	 	 	 	 	1	 	 	 	 	 	 	1	 	1	 	3	 	1	9	 	 	 	1	 	11	1	 	 	1	1	 	 	 	2	2	3	 	 	140	 	2	1	 	5	423	7	2	4	1	14	 	1	2	19	50	212	 	15	-1884	4	34	6	3	358	35	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	 	 	 	7	1	 	1	 	2	 	 	 	1	1	3	 	 	124	 	1	 	 	5	6	 	 	 	 	 	 	 	 	 	 	2	 	 	84	 	3	 	 	3	4	 	 	 	 	1	 	 	 	 	 	1	 	 	11	1	 	 	 	3	5	 	 	 	 	 	 	 	 	 	 	 	 	 	15	 	 	 	 	2	2	 	 	 	 	 	 	 	 	 	 	1	 	 	9	 	 	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	 	 	 	 	11	 	 	 	 	1	 	 	 	1	1	7	 	 	214	 	2	1	2	7	1
L_P	2	1	1	1	 	 	 	 	 	 	 	1	 	 	55	1	1	 	 	3	1	1	 	1	 	1	 	 	 	 	1	 	 	 	32	2	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	2	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	2	 	1	 	 	 	 	 	 	 	 	 	 	 	 	6	 	 	 	 	2	 	 	 	2	 	 	 	 	 	 	 	 	 	 	7	 	 	 	 	5	1	1	 	 	 	 	1	 	4	 	1	 	 	 	36	3	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	4	2	 	1	2	 	2	2	1	 	 	 	 	 	 	28	1	1	 	 	29	2	1	 	 	 	1	4	 	1	 	 	1	 	 	169	 	1	 	1	420	62	61	2	2	4	9	93	4	23	9	96	3	2	10	-1844	69	36	6	2	35	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	19	1	3	 	1	 	 	1	 	 	1	3	 	 	 	210	1	 	 	 	8	1	12	3	 	 	1	11	 	 	1	1	1	 	 	57	 	 	 	1	3	2	2	 	 	 	 	 	 	 	 	1	 	 	 	41	1	 	 	 	2	1	 	 	 	 	1	 	 	 	 	 	1	 	 	14	1	 	 	 	2	1	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	 	 	3	 	1	 	 	 	2	 	5	 	1	1	1	 	 	38	2	 	 	 	29	2	2	1	 	 	 	2	1	1	2	2	 	 	 	168	11	1	 	 	 
L_S	1	 	1	 	 	 	 	1	 	 	 	 	 	 	1	11	1	 	 	3	2	1	2	1	1	1	 	1	 	 	1	 	 	 	 	24	1	 	 	3	1	 	 	 	 	 	 	1	 	 	 	 	 	1	 	7	1	 	 	1	1	 	 	1	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	2	 	 	 	3	 	 	1	 	 	 	 	1	 	 	 	1	 	 	1	7	1	 	 	6	1	 	2	 	 	 	 	1	 	 	1	1	 	 	1	57	2	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	1	 	 	2	2	2	1	 	1	 	 	 	 	 	1	 	 	 	 	18	1	 	 	15	8	2	13	1	3	1	1	1	1	1	1	2	1	4	 	146	15	 	2	544	244	42	246	31	102	14	34	64	38	21	49	20	8	50	26	-2847	412	5	41	19	 	 	 	1	 	 	 	1	 	 	 	 	 	 	 	15	2	 	 	11	16	3	4	1	1	 	 	1	2	 	3	 	 	2	1	108	7	 	1	11	3	2	7	2	4	1	 	1	1	1	1	1	 	2	1	93	6	 	1	3	3	 	1	 	 	 	 	1	 	1	 	 	 	 	 	22	1	 	 	3	6	3	2	2	 	 	 	2	 	 	 	 	 	1	 	19	2	 	 	4	2	 	1	 	 	1	 	 	 	 	 	1	 	1	 	21	2	 	1	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	5	 	 	 	1	1	 	 	1	 	 	 	 	 	 	1	 	 	 	 	16	1	 	 	14	7	2	9	2	3	3	2	4	2	2	4	2	 	2	2	155	21	 	1	1
L_T	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	12	 	 	4	3	 	1	 	1	 	 	 	 	1	 	1	 	 	 	2	27	 	 	4	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	1	5	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	1	 	 	1	1	 	 	 	 	 	 	 	 	 	 	 	 	1	1	 	3	 	 	5	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	5	 	 	5	1	1	1	 	 	 	 	 	 	3	1	 	 	 	 	1	32	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	31	 	 	28	5	2	2	1	 	1	1	1	 	8	1	3	4	 	2	7	217	 	 	447	317	33	64	12	10	9	22	8	12	234	31	51	64	7	16	320	-2757	 	9	113	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	9	 	 	9	13	2	3	1	1	1	1	 	 	2	1	 	1	 	1	10	138	 	 	7	6	1	3	 	 	1	 	 	 	2	 	3	1	1	1	9	105	 	 	6	4	 	 	 	1	 	 	 	 	1	 	 	3	 	1	1	33	 	 	6	1	3	1	 	 	 	 	 	 	1	1	1	1	1	 	1	19	 	 	4	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	2	12	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	 	1	6	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	10	 	 	14	17	2	2	2	 	1	1	 	 	8	2	5	2	1	 	10	215	 	 	6
L_W	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	17	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	1	 	 	1	 	1	 	 	 	2	 	 	 	 	1	 	6	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	3	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	9	1	6	 	1	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	159	1	402	 	58	1	 	21	1	18	8	10	4	29	4	2	24	1	11	 	-1145	12	6	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	 	9	 	1	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	151	1	6	 	 	 	 	2	 	 	 	 	 	 	 	1	1	 	1	 	66	1	3	 	4	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	29	1	1	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	10	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	9	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	 	7	 	4	 	 	1	 	 	 	 	 	1	 	 	 	 	 	 	90	1	1
L_Y	 	 	 	 	1	 	 	 	1	 	1	 	 	 	 	 	 	 	11	1	 	 	 	 	 	 	 	 	1	 	 	 	 	3	 	 	 	 	15	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	3	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	1	 	2	5	3	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	28	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	8	13	1	1	1	 	6	1	 	 	7	 	 	 	 	6	 	1	 	 	167	441	7	12	18	7	40	6	6	1	131	6	20	1	5	279	1	30	2	8	-1843	10	 	 	 	 	 	 	 	 	 	 	2	 	 	1	 	1	1	 	17	9	 	 	1	 	2	1	1	 	7	4	1	 	 	10	 	2	 	 	129	6	3	 	 	1	2	 	 	 	1	 	 	 	 	4	 	1	 	 	118	3	 	1	 	 	 	 	 	 	1	 	 	 	 	2	1	 	 	 	32	4	1	 	 	 	2	 	 	 	1	 	 	 	 	1	1	 	 	 	13	2	1	 	 	1	1	 	 	 	 	 	 	 	 	1	 	 	 	 	20	1	 	 	 	 	 	 	1	 	 	 	 	3	 	 	 	 	 	 	3	1	 	 	1	 	 	 	 	 	5	 	 	 	 	1	 	 	 	 	24	12	1	 	 	 	3	1	1	 	5	1	3	 	 	9	 	4	 	 	177	 
L_V	1	1	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	26	3	3	2	5	1	7	3	2	1	4	4	2	1	2	1	3	3	 	3	25	1	1	1	1	 	1	2	1	 	1	1	1	1	 	 	1	 	 	1	3	 	 	 	1	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	1	 	 	 	 	 	 	 	 	13	1	4	1	1	 	1	2	1	 	 	2	3	 	 	 	2	1	 	1	14	1	1	1	2	 	3	1	1	 	2	1	1	1	 	 	1	2	 	1	19	 	 	 	 	 	1	 	 	 	 	 	 	 	 	 	 	 	 	 	4	1	 	 	 	 	 	 	 	 	1	1	 	 	 	 	1	 	 	 	22	4	1	 	 	 	1	 	 	 	11	9	 	4	6	 	1	1	 	 	515	104	9	4	3	5	8	3	7	1	771	192	6	65	15	3	8	37	 	4	-3869	63	80	75	194	10	216	79	55	30	61	110	58	23	45	27	77	82	16	69	82	3	 	 	 	 	1	 	 	 	9	6	1	1	1	 	 	1	 	 	133	3	 	 	 	 	 	 	 	 	10	3	 	1	 	1	1	1	 	 	83	 	 	 	 	 	 	 	1	 	1	1	 	1	 	 	 	1	 	 	22	1	1	 	 	 	1	1	 	 	2	2	1	 	 	 	 	1	 	 	12	1	1	 	 	 	1	1	1	 	2	2	1	 	 	 	1	1	 	 	7	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	5	1	 	 	 	 	 	 	 	 	1	1	 	 	 	 	 	 	 	 	18	4	1	1	 	6	1	 	1	 	16	10	1	3	2	 	1	3	 	 	171
